timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-29T22:43:00.000Z,ppo_B_v18_seed11_50mm_smoke_attempt002,ppo_B_v18_1_import_correction,PPO_RUNTIME_SMOKE,B,11,"the corrected v18 training entrypoint constructs one real-Isaac environment and passes finite/action/reward probes","one environment; full randomization; smoke-only","frozen FSM/metrics/asset; registered v18 config, mechanism, and decision gates","exact threshold subtraction and all runtime safety probes pass","SMOKE_PASS; 0.2 drive became 0.18168437 normalized / 1.81684375 mm; exact phase exclusion and reverse shutoff; result SHA256 63e5458a9c533fbf1993e198dd8ded4cffcd29667e8fe8e19cd4009e0fd34c2c",PASS,"restore unchanged v17 final checkpoint under v18 in one-scenario deterministic evaluator smoke",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v18_seed-11_stage-50mm_smoke_attempt002\diagnosis.md
2026-07-29T22:45:00.000Z,ppo_B_v18_v17checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v18_seed11_50mm_smoke_attempt002,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the unchanged v17 final checkpoint restores completely under v18 before its diagnostic counterfactual","one development scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v18 runtime; checkpoint e29c94d54a12e895c8a8e3ba1c2aea726df3b5559d5ce693dbc09ac439f5a102","verify exact provenance, finite restore, and phase-excluded zero action","PASS; 100x122 fully finite; policy max 0.08164108; executed/scaled exact zero; result SHA256 ce309d690fd488296b0d061f3e2584b48dfbbd96a26fff794f8e5dded280c47f",PASS,"run all 20 fixed 50 mm development scenarios under v18; require at least 12/20 and +6 paired successes before retraining",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v18-v17checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-29T23:28:00.000Z,ppo_B_v18_v17checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v18_v17checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"the two-sigma confidence gate suppresses noise-scale late residuals while retaining useful phase-7 deterministic drive","all 20 fixed 50 mm development scenarios; unchanged v17 checkpoint; deterministic action","frozen FSM/metrics/asset; v18 runtime; fixed checkpoint and manifest","at least 12/20 and at least +6 net paired successes over v17 before retraining","10/20; seven collisions and three phase timeouts; gained five/lost one versus v17 for net +4; exact 51793x122 constraints; phase-window off 56.91%; result SHA256 2e5a8fdd2bd9bf960c83e409e60723a485c81bb3c4e1a2a7c06f23326d5651ee",FAIL,"reject v18 retraining; register v19 positive-pitch IMU hazard gate from frozen-FSM aggregate separation",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v18-v17checkpoint_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-29T23:40:00.000Z,ppo_B_v19_imu_hazard_gate_registration,ppo_B_v18_v17checkpoint_seed11_50mm_counterfactual_attempt001,PPO_RUNTIME_REGISTRATION,B,11,"a real-IMU positive-pitch gate preserves nominal FSM paths while allowing balanced-z recovery only on the frozen-FSM failure envelope","phase window 8-9; signed pitch threshold +0.09 rad; zero-preserving balanced z projection","frozen FSM/metrics/asset; v17 exploration/architecture/reward/optimizer/randomization/budget; no contact truth or scenario identity","counterfactual reaches >=12/20 with no lost frozen-FSM successes and at least one above-hazard nonzero row before retraining","compilation and all 144 tests pass; no v19 Isaac result exists at registration",REGISTERED,"run v19 real-Isaac training smoke, restore smoke, then fixed 20-scenario counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v19_imu_hazard_gate_registration.md
2026-07-29T23:44:00.000Z,ppo_B_v19_seed11_50mm_smoke_attempt001,ppo_B_v19_imu_hazard_gate_registration,PPO_RUNTIME_SMOKE,B,11,"the registered v19 real-IMU gate preserves low-pitch FSM and opens balanced-z authority above +0.09 rad","one environment; full randomization; explicit low/high pitch probes; smoke-only","frozen FSM/metrics/asset; registered v19 config and decision gates","exact low-pitch zero, above-pitch balanced projection, phase exclusion, finite rewards and reset","SMOKE_PASS; -0.02244 rad exact zero; +0.10000 rad produced 2 mm in phases 8/9 and zero in 7/10; result SHA256 c02f33e4938f04009e171aac03e760dad4b9565a4021e0a45568778a86eccb55",PASS,"restore unchanged v17 final checkpoint under v19 before counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v19_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-29T23:47:00.000Z,ppo_B_v19_v17checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v19_seed11_50mm_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the unchanged v17 checkpoint restores completely under v19 and nominal pitch preserves FSM exactly","one development scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v19 runtime; checkpoint e29c94d54a12e895c8a8e3ba1c2aea726df3b5559d5ce693dbc09ac439f5a102","verify finite restore, provenance, and exact low-hazard zero","PASS; 100x122 finite; max pitch -0.01302 below threshold; policy max 0.08164; executed/scaled zero; result SHA256 eb66def5509e9534f023df4b9864286f22f871b49baab6c1cbd8f01e2da22b84",PASS,"run fixed 20-scenario v19 counterfactual; require >=12/20, no lost FSM successes, and nonzero above-hazard authority",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v19-v17checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T00:20:00.000Z,ppo_B_v19_v17checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v19_v17checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"the real-IMU hazard gate preserves every nominal FSM success while enabling residual recovery on high-pitch failures","all 20 fixed 50 mm development scenarios; unchanged v17 checkpoint; deterministic action","frozen artifacts; v19 runtime; fixed checkpoint and development manifest","reach >=12/20; lose zero frozen-FSM successes; execute at least one above-hazard nonzero row","13/20; retained all 12 FSM successes and rescued 0009; 2310 nonzero rows all authorized; exact 52615x122 constraints; result SHA256 cf27190a1f7c2a5341f3fd735cac810286dda5113f30769203d29be483c0e76d",PASS,"authorize exactly one from-scratch Method-B seed-11 50 mm v19 run for 76800 local timesteps",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v19-v17checkpoint_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-30T03:01:33.000Z,ppo_B_v19_seed11_50mm_training_attempt001,ppo_B_v19_v17checkpoint_seed11_50mm_counterfactual_attempt001,PPO_NO_COM_TRAINING,B,11,"the pre-registered v19 gate can be trained from random initialization for the fixed budget with finite optimization state","76800 local timesteps; 4915200 transitions; 64 real Isaac environments; 1200 updates","frozen FSM/metrics/asset and v19 config/source; no prior checkpoint","exact requested/completed budget; finite checkpoints and TensorBoard streams; clean exit","COMPLETED; exact 76800/4915200 budget; 50 checkpoint files and 14232 scalar points all finite; final SHA256 86cf826ee471afc67c65d538013a5f11c4a3600c405bab49193733be95ea242f",PASS,"restore explicit final checkpoint in one-scenario deterministic smoke before the unchanged 20-scenario >=16/20 gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v19_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-30T03:06:36.000Z,ppo_B_v19_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v19_seed11_50mm_training_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the explicit v19 final checkpoint restores completely and preserves the registered low-hazard exact-FSM path","one fixed development scenario; deliberate 5 s timeout; deterministic action; 100 telemetry rows","frozen artifacts; v19 config/source; checkpoint 86cf826ee471afc67c65d538013a5f11c4a3600c405bab49193733be95ea242f","verify exact provenance, finite restore, and exact low-hazard zero physical residual","PASS; 100x122 fully finite; pitch -0.02682 to -0.01302 rad; policy max 0.0688752; executed/scaled residual exact zero; result SHA256 9412000b431f8d484a00ec717a7bb1aef0b5107fc46aed555650509c3506741d",PASS,"run all 20 unchanged 50 mm development scenarios with the pre-registered 16/20 gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v19_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-30T03:45:37.000Z,ppo_B_v19_seed11_50mm_development_gate_attempt001,ppo_B_v19_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_SELECTION,B,11,"v19 training learns corrective residual behavior that promotes at the fixed 50 mm curriculum gate","all 20 fixed 50 mm development scenarios; deterministic final policy; 150 s limit","frozen artifacts; v19 runtime; development manifest; checkpoint 86cf826ee471afc67c65d538013a5f11c4a3600c405bab49193733be95ea242f","reach at least 16/20 with exact action constraints","13/20; four collisions and three phase timeouts; same success set as the old-checkpoint v19 counterfactual; exact 52618x122 constraints; result SHA256 2dadb76b978753b903146160cb301ce2cd3018ca6b595652e1c12604118f1f0e",FAIL,"reject v19 promotion; register a pitch-corrective reversal of only the hazardous balanced-z output direction and test the fixed v19 checkpoint before retraining",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v19_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-30T03:52:43.000Z,ppo_B_v20_pitch_corrective_projection_registration,ppo_B_v19_seed11_50mm_development_gate_attempt001,PPO_RUNTIME_REGISTRATION,B,11,"reversing only the executed balanced-z direction converts the positive-pitch hazard action into negative feedback while preserving the learned shared-drive half-space","phase window 8-9; pitch threshold +0.09 rad; drive signs [-1,-1,+1,+1]; output signs [+1,+1,-1,-1]","frozen FSM/metrics/asset; v19 architecture/exploration/reward/optimizer/randomization/budget; no locked-test access","counterfactual reaches >=16/20, loses zero frozen-FSM successes, executes corrective authority, and has zero unauthorized nonzero rows before retraining","compilation and all 146 tests pass; no v20 Isaac result exists at registration",REGISTERED,"run v20 real-Isaac training-entrypoint smoke, explicit-v19-checkpoint restore smoke, then the fixed 20-scenario counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v20_pitch_corrective_projection_registration.md
2026-07-30T03:55:39.000Z,ppo_B_v20_seed11_50mm_smoke_attempt001,ppo_B_v20_pitch_corrective_projection_registration,PPO_RUNTIME_SMOKE,B,11,"the registered v20 runtime preserves nominal FSM behavior and executes pitch-corrective balanced z above the hazard gate","one real Isaac environment; full randomization; explicit low/high pitch probes; smoke-only","frozen FSM/metrics/asset; registered v20 config and decision gates","exact low-pitch zero, front-positive/rear-negative projection, phase exclusion, finite rewards and reset","SMOKE_PASS; -0.02244 rad exact zero; +0.10000 rad produced [+0.2,+0.2,-0.2,-0.2] normalized / 2 mm in phases 8/9 and zero in 7/10; result SHA256 790eec73ff0c938205e820182f8c060a2164d1782d72f689a642532da891f9d4",PASS,"restore explicit v19 final checkpoint under v20 before the fixed 20-scenario counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v20_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-30T03:58:22.000Z,ppo_B_v20_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,ppo_B_v20_seed11_50mm_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"the explicit v19 final checkpoint restores completely under v20 while low pitch preserves the FSM exactly","one development scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v20 runtime; checkpoint 86cf826ee471afc67c65d538013a5f11c4a3600c405bab49193733be95ea242f","verify finite restore, provenance, corrective signs, and exact low-hazard zero","PASS; 100x122 finite; pitch -0.02682 to -0.01302; policy max 0.0688752; executed/scaled zero; result SHA256 140b473d5c7aa5780b4c55b8f7f67e3eed63652970139dcb3f993f88c9161dfb",PASS,"run fixed 20-scenario v20 counterfactual; require >=16/20, no lost FSM successes, corrective authority, and zero unauthorized rows",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v20-v19checkpoint_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-30T04:34:23.000Z,ppo_B_v20_v19checkpoint_seed11_50mm_counterfactual_attempt001,ppo_B_v20_v19checkpoint_seed11_50mm_counterfactual_smoke_attempt001,PPO_RUNTIME_COUNTERFACTUAL,B,11,"pitch-corrective output reversal alone rescues frozen-FSM failure branches without sacrificing nominal successes","all 20 fixed 50 mm development scenarios; unchanged v19 checkpoint; deterministic action","frozen artifacts; v20 runtime; fixed checkpoint and development manifest","reach >=16/20; lose zero frozen-FSM successes; execute corrective authority; zero unauthorized rows","12/20; retained all 12 frozen-FSM successes but lost v19 rescue 0009 and added no rescue; exact 52560x122 constraints; result SHA256 c12d03cfc91959d69ba87bf74fa69dc01f01794b6c77d32297b36057e44660c0",FAIL,"prohibit v20 training; pre-register a phase-aware v21 emergency recovery state machine from frozen-trajectory evidence",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v20-v19checkpoint_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-30T04:42:44.000Z,ppo_B_v21_phase_aware_imu_emergency_registration,ppo_B_v20_v19checkpoint_seed11_50mm_counterfactual_attempt001,PPO_RUNTIME_REGISTRATION,B,11,"one phase-aware emergency state machine can preserve v19's phase-8 climb rescue while correcting rapid-rise and post-transfer positive-pitch failures","phase 8 high-pitch or early pitch/rate gate; phases 9-10 high-pitch gate; branch-specific climb/corrective signs; fixed gain 3","frozen FSM/metrics/asset; v19 architecture/exploration/reward/optimizer/randomization/budget; no locked-test access","smoke; restore; then >=16/20 with all 12 FSM successes plus 0009 retained, early-phase8 and phase10 correction exercised, and zero unauthorized execution","compilation and all 149 tests pass; raw/canonical config hashes 96d11bc49cc06a0af4248673b59d25117464aa3638c8964b32c844ab25abdb1b / 1db52003b9a2b78ed670702334611a1f3cb132bddbcfb630764977586678b9ba; no v21 Isaac result exists",REGISTERED,"run v21 real-Isaac training-entrypoint smoke",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v21_phase_aware_imu_emergency_registration.md
2026-07-30T04:44:12.000Z,ppo_B_v21_seed11_50mm_smoke_attempt001,ppo_B_v21_phase_aware_imu_emergency_registration,PPO_RUNTIME_SMOKE,B,11,"the registered phase-aware emergency runtime implements exact gating, direction switching, gain, bounds, and safety semantics in real Isaac","one environment; full randomization; nominal, slow-high-pitch, and early rapid-rise probes; smoke-only","frozen FSM/metrics/asset; registered v21 config/source","exact zero; phase8 climb/corrective branch split; phase9-10 correction; phase exclusion; finite rewards and reset","SMOKE_PASS; slow +0.10-rad probe yielded climb in phase8 and correction in phases9/10; +0.05-rad/+0.4-rad/s probe yielded phase8 correction and phase9 zero; result SHA256 5c7c4e7a7643f7172132275044286d64f6c9341cb3b6734e518b01f7b55b4171",PASS,"restore explicit v19 final checkpoint under v21 before counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v21_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
